15.0,1.5,400,460.0,1000.0,34815896,0,0,0,460
17.0,1.7,400,460.0,1000.0,33833738,0,0,0,460
19.0,1.9,400,460.0,1000.0,33990600,0,0,0,460
21.0,2.1000001,400,460.0,1000.0,34011152,0,0,0,460
23.0,2.3,400,460.0,1000.0,33951802,0,0,0,460
25.0,2.5,400,460.0,1000.0,33990712,0,0,0,460
27.0,2.7,400,460.0,1000.0,33778195,0,0,0,460
29.0,2.9,400,460.0,1000.0,34032416,0,0,0,460
31.0,3.1000001,400,460.0,1000.0,34174756,0,0,0,460
33.0,3.3,400,460.0,1000.0,33981985,0,0,0,460
35.0,3.5,400,460.0,1000.0,34009977,0,0,0,460
37.0,3.7,400,460.0,1000.0,34090269,0,0,0,460
39.0,3.9,400,460.0,1000.0,34106754,0,0,0,460
41.0,4.1,400,460.0,1000.0,34205120,0,0,0,460
43.0,4.3,400,460.0,1000.0,33979684,0,0,0,460
45.0,4.5,400,460.0,1000.0,34032678,0,0,0,460
47.0,4.7000003,400,460.0,1000.0,34014912,0,0,0,460
49.0,4.9,400,460.0,1000.0,33979581,0,0,0,460
51.0,5.1,400,460.0,1000.0,34305674,0,0,0,460
53.0,5.3,400,460.0,1000.0,33989263,0,0,0,460
55.0,5.5,400,460.0,1000.0,34370770,0,0,0,460
57.0,5.7000003,400,460.0,1000.0,34163401,0,0,0,460
59.0,5.9,400,460.0,1000.0,34097442,0,0,0,460
61.0,6.1,400,460.0,1000.0,34244450,0,0,0,460
63.0,6.3,400,460.0,1000.0,34239572,0,0,0,460
65.0,6.5,400,460.0,1000.0,34079696,0,0,0,460
67.0,6.7000003,400,460.0,1000.0,34407297,0,0,0,460
69.0,6.9,400,460.0,1000.0,34328449,0,0,0,460
71.0,7.1,400,460.0,1000.0,34388696,0,0,0,460
73.0,7.3,400,460.0,1000.0,34231171,0,0,0,460
75.0,7.5,400,460.0,1000.0,34381403,0,0,0,460
15.0,3.0,400,460.0,1000.0,34036481,0,0,0,460
17.0,3.4,400,460.0,1000.0,34213224,0,0,0,460
19.0,3.8,400,460.0,1000.0,33958919,0,0,0,460
21.0,4.2000003,400,460.0,1000.0,33900615,0,0,0,460
23.0,4.6,400,460.0,1000.0,34355799,0,0,0,460
25.0,5.0,400,460.0,1000.0,37728538,0,0,0,460
27.0,5.4,400,460.0,1000.0,38501646,0,0,0,460
29.0,5.8,400,460.0,1000.0,37440142,0,0,0,460
31.0,6.2000003,400,460.0,1000.0,37132550,0,0,0,460
33.0,6.6,400,460.0,1000.0,36868344,0,0,0,460
35.0,7.0,400,460.0,1000.0,36254074,0,0,0,460
37.0,7.4,400,460.0,1000.0,37514706,0,0,0,460
39.0,7.8,400,460.0,1000.0,37836157,0,0,0,460
41.0,8.2,400,460.0,1000.0,38288948,0,0,0,460
43.0,8.6,400,460.0,1000.0,35548950,0,0,0,460
45.0,9.0,400,460.0,1000.0,35570790,0,0,0,460
47.0,9.400001,400,460.0,1000.0,35980173,0,0,0,460
49.0,9.8,400,460.0,1000.0,35894143,0,0,0,460
51.0,10.2,400,460.0,1000.0,35849062,0,0,0,460
53.0,10.6,400,460.0,1000.0,37169665,0,0,0,460
55.0,11.0,400,460.0,1000.0,37708045,0,0,0,460
57.0,11.400001,400,460.0,1000.0,34583779,0,0,0,460
59.0,11.8,400,460.0,1000.0,34810855,0,0,0,460
61.0,12.2,400,460.0,1000.0,35629583,0,0,0,460
63.0,12.6,400,460.0,1000.0,35262819,0,0,0,460
65.0,13.0,400,460.0,1000.0,34808013,0,0,0,460
67.0,13.400001,400,460.0,1000.0,34525371,0,0,0,460
69.0,13.8,400,460.0,1000.0,34636526,0,0,0,460
71.0,14.2,400,460.0,1000.0,34825935,0,0,0,460
73.0,14.6,400,460.0,1000.0,34715569,0,0,0,460
75.0,15.0,400,460.0,1000.0,34686338,0,0,0,460
15.0,4.5,400,460.0,1000.0,35080636,0,0,0,460
17.0,5.1000004,400,460.0,1000.0,34110674,0,0,0,460
19.0,5.7000003,400,460.0,1000.0,35185314,0,0,0,460
21.0,6.3,400,460.0,1000.0,35318036,0,0,0,460
