15.0,1.5,400,400.0,1000.0,31924047,0,0,0,400
17.0,1.7,400,400.0,1000.0,30792234,0,0,0,400
19.0,1.9,400,400.0,1000.0,30924643,0,0,0,400
21.0,2.1000001,400,400.0,1000.0,30691466,0,0,0,400
23.0,2.3,400,399.998,1000.0,30896901,0,0,0,400
25.0,2.5,400,400.0,1000.0,31335419,0,0,0,400
27.0,2.7,400,399.999,1000.0,32204425,0,0,0,400
29.0,2.9,400,399.999,1000.0,31789700,0,0,0,400
31.0,3.1000001,400,400.0,1000.0,31036051,0,0,0,400
33.0,3.3,400,399.999,1000.0,31361877,0,0,0,400
35.0,3.5,400,399.998,1000.0,30956493,0,0,0,400
37.0,3.7,400,399.993,1000.0,30964516,0,0,0,400
39.0,3.9,400,399.993,1000.0,30965599,0,0,0,400
41.0,4.1,400,399.994,1000.0,31141891,0,0,0,400
43.0,4.3,400,399.992,1000.0,31984451,0,0,0,400
45.0,4.5,400,399.987,1000.0,31290761,0,0,0,400
47.0,4.7000003,400,399.991,1000.0,31190047,0,0,0,400
49.0,4.9,400,399.992,1000.0,31085343,0,0,0,400
51.0,5.1,400,399.992,1000.0,31047302,0,0,0,400
53.0,5.3,400,399.988,1000.0,31211873,0,0,0,400
55.0,5.5,400,399.99,1000.0,31187875,0,0,0,400
57.0,5.7000003,400,399.978,1000.0,32308807,0,0,0,400
59.0,5.9,400,399.982,1000.0,31335059,0,0,0,400
61.0,6.1,400,399.985,1000.0,31300741,0,0,0,400
63.0,6.3,400,399.988,1000.0,31426341,0,0,0,400
65.0,6.5,400,399.983,1000.0,31825602,0,0,0,400
67.0,6.7000003,400,399.98,1000.0,31622420,0,0,0,400
69.0,6.9,400,399.981,1000.0,31913556,0,0,0,400
71.0,7.1,400,399.98,1000.0,31257353,0,0,0,400
73.0,7.3,400,399.969,1000.0,31352732,0,0,0,400
75.0,7.5,400,399.975,1000.0,31315529,0,0,0,400
15.0,3.0,400,399.998,1000.0,31000915,0,0,0,400
