15.0,30.0,400,399.078,999.947,31692135,3,352.42843594182096,16,400
17.0,34.0,400,398.693,999.762,31468632,3,914.0130711243875,36,400
19.0,38.0,400,398.064,999.418,31268427,11,354.4341218680239,12,400
21.0,42.0,400,396.437,997.841,31152319,24,624.7867617719035,19,400
23.0,46.0,400,394.491,995.035,31181869,46,679.3152314125961,19,400
25.0,50.0,400,388.391,986.423,30935436,86,1039.5122262481104,26,400
27.0,54.0,400,372.487,948.962,30583793,190,1670.694112048841,40,400
29.0,58.0,400,328.319,846.486,29254903,331,2611.169660661458,58,400
31.0,62.0,400,243.16,627.375,21164660,588,3262.256944934701,67,400
33.0,66.0,400,144.092,403.686,13512029,751,3730.281909715643,72,400
35.0,70.0,400,79.441,252.503,8446059,860,3773.741837126885,69,400
37.0,74.0,400,47.03,174.176,5811153,911,3659.8578049037365,63,400
39.0,78.0,400,25.255,127.442,4306696,949,3550.452296844292,58,400
41.0,82.0,400,18.046,104.636,3609224,962,3512.6719225526376,54,400
43.0,86.0,400,8.093,75.729,2634341,983,3500.005514392757,51,400
45.0,90.0,400,4.451,64.132,2211604,992,3441.5491508441505,48,400
47.0,94.0,400,3.222,55.399,1921117,993,3450.220280571246,45,400
49.0,98.0,400,1.083,46.33,1642660,998,3494.759497496639,44,400
51.0,102.0,400,1.011,41.791,1490626,998,3509.702008997969,42,400
53.0,106.0,400,0.121,38.755,1385415,1000,3577.410255525251,41,400
55.0,110.0,400,0.066,35.439,1255551,1000,3622.8051289884365,40,400
57.0,114.0,400,0.056,29.163,1050345,1000,3742.4484050651245,40,400
59.0,118.0,400,0.025,25.394,920244,1000,3855.240064817342,39,400
61.0,122.0,400,0.0090,24.442,894785,1000,3992.4321829710216,39,400
63.0,126.0,400,0.011,20.677,765091,1000,4128.5708076400315,39,400
65.0,130.0,400,0.0040,19.349,723161,1000,4233.267464232281,39,400
67.0,134.0,400,0.401,20.118,748814,999,4405.736420532282,39,400
69.0,138.0,400,0.0060,15.369,598367,1000,4692.3700680853,40,400
71.0,142.0,400,0.0020,13.41,508856,1000,4864.197882964018,40,400
73.0,146.0,400,0.0030,12.914,428440,1000,5041.483269420413,41,400
75.0,150.0,400,0.0,11.715,399714,1000,5398.113128680086,42,400
