15.0,30.0,400,400.0,1000.0,28751303,0,0,0,400
17.0,34.0,400,400.0,1000.0,28624488,0,0,0,400
19.0,38.0,400,398.0,1000.0,28671511,0,0,0,400
21.0,42.0,400,398.0,1000.0,28608894,0,0,0,400
23.0,46.0,400,398.0,1000.0,28674020,0,0,0,400
25.0,50.0,400,398.0,1000.0,28632656,0,0,0,400
27.0,54.0,400,0.0,100.535,3297028,1000,3520.1902812466333,71,400
29.0,58.0,400,0.0,93.982,3096499,1000,3516.112032688761,71,400
31.0,62.0,400,0.0,87.796,2870399,1000,3557.2630734527697,72,400
33.0,66.0,400,0.0,81.798,2727259,1000,3524.385255993463,71,400
35.0,70.0,400,0.0,75.471,2502120,1000,3597.1373375214816,72,400
37.0,74.0,400,0.0,69.837,2338803,1000,3210.906832849849,58,400
39.0,78.0,400,0.0,63.925,2120593,1000,3208.1140875606693,58,400
41.0,82.0,400,0.0,56.931,1911484,1000,3204.0073528662438,56,400
43.0,86.0,400,0.0,51.415,1712876,1000,3226.160303822389,56,400
45.0,90.0,400,0.0,45.783,1537694,1000,3232.7939885806804,56,400
47.0,94.0,400,0.0,39.35,1326067,1000,3223.297443419128,56,400
49.0,98.0,400,0.0,34.682,1190622,1000,3250.7982562387615,56,400
51.0,102.0,400,0.0,29.762,1038142,1000,3272.762302664756,37,400
53.0,106.0,400,0.0,27.598,980568,1000,3272.348072566561,37,400
55.0,110.0,400,0.0,22.933,821930,1000,3266.1388104231205,36,400
57.0,114.0,400,0.0,20.288,719343,1000,3170.4340924771795,30,400
59.0,118.0,400,0.0,17.381,632357,1000,3180.8545877410897,30,400
61.0,122.0,400,0.0,14.704,554049,1000,3193.343870762929,31,400
63.0,126.0,400,0.0,11.9,454965,1000,3193.5465649573553,31,400
65.0,130.0,400,0.0,9.639,390065,1000,3221.7899655956694,30,400
67.0,134.0,400,0.0,8.002,346022,1000,3223.6898046317183,30,400
69.0,138.0,400,0.0,6.464,290706,1000,3238.21690947756,31,400
71.0,142.0,400,0.0,4.608,187984,1000,3374.8328748296312,31,400
73.0,146.0,400,0.0,3.574,148246,1000,3374.7559214008193,31,400
75.0,150.0,400,0.0,2.599,120548,1000,4423.551559907069,40,400
